observation_city;observation_station;observation_time;observation_temperature;observation_wind_speed;obeservation_rain;observation_sky
SOPRON;1;2017-04-30 22:29:00;23.9;0;0;HEAVY_CLOUDS
SOPRON;2;2017-04-30 22:31:00;4.7;0.67;0.4;PARTLY_CLOUDY
DEBRECEN;1;2017-04-30 22:33:00;5.1;1.08;0.3;CLEAR
DEBRECEN;2;2017-04-30 22:35:00;6.9;0;0;HEAVY_CLOUDS
DEBRECEN;3;2017-04-30 22:37:00;6.9;18.535;6.2;PARTLY_CLOUDY
BUDAPEST;1;2017-04-30 22:39:00;8.1;0;0;FOG
BUDAPEST;2;2017-04-30 22:41:00;8.8;0;0;HEAVY_CLOUDS
BUDAPEST;3;2017-04-30 22:43:00;6.4;0;0;CLOUDY
SZEGED;1;2017-04-30 22:45:00;5.9;0;0;CLOUDY
SZEGED;2;2017-04-30 22:47:00;6.6;12.01;3.3;CLEAR
SOPRON;1;2017-04-30 22:49:00;5.6;7.2;8.5;HEAVY_CLOUDS
SOPRON;2;2017-04-30 22:51:00;4.8;68.575;22;HEAVY_CLOUDS
DEBRECEN;1;2017-04-30 22:53:00;5.1;0;0;HEAVY_CLOUDS
DEBRECEN;2;2017-04-30 22:55:00;5.3;40.56;13.5;FOG
DEBRECEN;3;2017-04-30 22:57:00;5.4;3;3.8;PARTLY_CLOUDY
BUDAPEST;1;2017-04-30 22:59:00;5.5;0;0;HEAVY_CLOUDS
BUDAPEST;2;2017-04-30 23:01:00;7.5;0;0;CLEAR
BUDAPEST;3;2017-04-30 23:03:00;6.7;0;0;FOG
SZEGED;1;2017-04-30 23:05:00;4.5;0;0;CLOUDY
SZEGED;2;2017-04-30 23:07:00;3.5;0;0;PARTLY_CLOUDY
SOPRON;1;2017-04-30 23:09:00;3;0;0;CLOUDY
SOPRON;2;2017-04-30 23:11:00;4.2;5.475;4.5;CLEAR
DEBRECEN;1;2017-04-30 23:13:00;5;0.755;0.7;FOG
DEBRECEN;2;2017-04-30 23:15:00;8.3;0;0;CLOUDY
DEBRECEN;3;2017-04-30 23:17:00;5.3;0;0;HEAVY_CLOUDS
BUDAPEST;1;2017-04-30 23:19:00;1.7;16.18;6.6;PARTLY_CLOUDY
BUDAPEST;2;2017-04-30 23:21:00;4;6.06;2.2;CLEAR
BUDAPEST;3;2017-04-30 23:23:00;7.5;6.74;9;CLEAR
SZEGED;1;2017-04-30 23:25:00;12.4;0.41;0.4;CLOUDY
SZEGED;2;2017-04-30 23:27:00;11.1;2.24;1.5;CLOUDY
SOPRON;1;2017-04-30 23:29:00;10.1;0;0;CLOUDY
SOPRON;2;2017-04-30 23:31:00;11.9;21.08;6.5;FOG
DEBRECEN;1;2017-04-30 23:33:00;13.5;11.455;5.7;FOG
DEBRECEN;2;2017-04-30 23:35:00;14.4;1.7;7.6;FOG
DEBRECEN;3;2017-04-30 23:37:00;14.9;6.49;1.9;HEAVY_CLOUDS
BUDAPEST;1;2017-04-30 23:39:00;16.5;15.03;3.8;CLEAR
BUDAPEST;2;2017-04-30 23:41:00;18.2;0;0;PARTLY_CLOUDY
BUDAPEST;3;2017-04-30 23:43:00;18;0;0;PARTLY_CLOUDY
SZEGED;1;2017-04-30 23:45:00;17.7;0;0;CLEAR
SZEGED;2;2017-04-30 23:47:00;17.8;0;0;PARTLY_CLOUDY
SOPRON;1;2017-04-30 23:49:00;17.8;2.485;16.9;FOG
SOPRON;2;2017-04-30 23:51:00;18.4;26.56;11.4;HEAVY_CLOUDS
DEBRECEN;1;2017-04-30 23:53:00;18.6;14.12;10.7;PARTLY_CLOUDY
DEBRECEN;2;2017-04-30 23:55:00;17.6;7.43;1.6;CLOUDY
DEBRECEN;3;2017-04-30 23:57:00;16.4;0;0;HEAVY_CLOUDS
BUDAPEST;1;2017-04-30 23:59:00;14.7;0;0;CLEAR
BUDAPEST;2;2017-05-01 0:01:00;16.7;1.235;0.5;CLEAR
BUDAPEST;3;2017-05-01 0:03:00;17.1;2.26;1.4;CLEAR
SZEGED;1;2017-05-01 0:05:00;14.9;0.15;0.2;CLOUDY
SZEGED;2;2017-05-01 0:07:00;14.4;5.735;1.4;PARTLY_CLOUDY
SOPRON;1;2017-05-01 0:09:00;16.7;0;0;CLEAR
SOPRON;2;2017-05-01 0:11:00;18.3;0;0;FOG
DEBRECEN;1;2017-05-01 0:13:00;17.5;0;0;FOG
DEBRECEN;2;2017-05-01 0:15:00;16.5;0;0;CLEAR
DEBRECEN;3;2017-05-01 0:17:00;13.1;0.895;0.2;FOG
BUDAPEST;1;2017-05-01 0:19:00;15.7;0;0;HEAVY_CLOUDS
BUDAPEST;2;2017-05-01 0:21:00;15.3;0;0;PARTLY_CLOUDY
BUDAPEST;3;2017-05-01 0:23:00;14;0.01;0.2;HEAVY_CLOUDS
SZEGED;1;2017-05-01 0:25:00;15.4;0;0;CLEAR
SZEGED;2;2017-05-01 0:27:00;16.7;4.245;1.9;CLEAR
SOPRON;1;2017-05-01 0:29:00;17.3;0;0;CLEAR
SOPRON;2;2017-05-01 0:31:00;18.3;0;0;FOG
DEBRECEN;1;2017-05-01 0:33:00;19.4;0;0;CLOUDY
DEBRECEN;2;2017-05-01 0:35:00;13.5;0;0;CLEAR
DEBRECEN;3;2017-05-01 0:37:00;17.3;0;0;HEAVY_CLOUDS
BUDAPEST;1;2017-05-01 0:39:00;16.1;0;0;CLOUDY
BUDAPEST;2;2017-05-01 0:41:00;13.4;0;0;HEAVY_CLOUDS
BUDAPEST;3;2017-05-01 0:43:00;13.2;0;0;PARTLY_CLOUDY
SZEGED;1;2017-05-01 0:45:00;15.5;0;0;CLOUDY
SZEGED;2;2017-05-01 0:47:00;18.7;0;0;FOG
SOPRON;1;2017-05-01 0:49:00;19.9;0;0;PARTLY_CLOUDY
SOPRON;2;2017-05-01 0:51:00;21.7;5.145;1.2;FOG
DEBRECEN;1;2017-05-01 0:53:00;22.5;0;0;PARTLY_CLOUDY
DEBRECEN;2;2017-05-01 0:55:00;18.7;0;0;CLEAR
DEBRECEN;3;2017-05-01 0:57:00;13.5;0;0;PARTLY_CLOUDY
BUDAPEST;1;2017-05-01 0:59:00;10.4;0;0;HEAVY_CLOUDS
BUDAPEST;2;2017-05-01 1:01:00;17;0;0;HEAVY_CLOUDS
BUDAPEST;3;2017-05-01 1:03:00;19;3.54;7.5;HEAVY_CLOUDS
SZEGED;1;2017-05-01 1:05:00;21.2;4.445;2.3;PARTLY_CLOUDY
SZEGED;2;2017-05-01 1:07:00;23.5;0;0;CLEAR
SOPRON;1;2017-05-01 1:09:00;22.4;0;0;FOG
SOPRON;2;2017-05-01 1:11:00;21.5;0;0;CLEAR
DEBRECEN;1;2017-05-01 1:13:00;23.1;0;0;FOG
DEBRECEN;2;2017-05-01 1:15:00;23.8;0;0;HEAVY_CLOUDS
DEBRECEN;3;2017-05-01 1:17:00;19.2;0;0;CLEAR
BUDAPEST;1;2017-05-01 1:19:00;18.8;4.445;1.6;PARTLY_CLOUDY
BUDAPEST;2;2017-05-01 1:21:00;22.5;17.32;3.9;PARTLY_CLOUDY
BUDAPEST;3;2017-05-01 1:23:00;23.6;24.11;5.8;CLOUDY
SZEGED;1;2017-05-01 1:25:00;19.2;0.01;0.1;FOG
SZEGED;2;2017-05-01 1:27:00;16.2;0;0;PARTLY_CLOUDY
SOPRON;1;2017-05-01 1:29:00;11.8;0.925;0.3;CLOUDY
SOPRON;2;2017-05-01 1:31:00;11;0;0;CLOUDY
DEBRECEN;1;2017-05-01 1:33:00;11.1;0;0;CLEAR
DEBRECEN;2;2017-05-01 1:35:00;14.9;0;0;CLOUDY
DEBRECEN;3;2017-05-01 1:37:00;15.8;0;0;FOG
BUDAPEST;1;2017-05-01 1:39:00;17.4;0;0;HEAVY_CLOUDS
BUDAPEST;2;2017-05-01 1:41:00;14.8;0;0;HEAVY_CLOUDS
BUDAPEST;3;2017-05-01 1:43:00;16;0;0;CLEAR
SZEGED;1;2017-05-01 1:45:00;21.8;0;0;FOG
SZEGED;2;2017-05-01 1:47:00;19.1;0.235;0.1;CLOUDY
SOPRON;1;2017-05-01 1:49:00;20.5;0;0;HEAVY_CLOUDS
SOPRON;2;2017-05-01 1:51:00;23.5;9.26;2.1;HEAVY_CLOUDS
DEBRECEN;1;2017-05-01 1:53:00;22.6;3.63;3.1;PARTLY_CLOUDY
DEBRECEN;2;2017-05-01 1:55:00;20.4;0;0;CLOUDY
DEBRECEN;3;2017-05-01 1:57:00;16.3;0.225;0.1;PARTLY_CLOUDY
BUDAPEST;1;2017-05-01 1:59:00;16.7;10.165;2.5;PARTLY_CLOUDY
BUDAPEST;2;2017-05-01 2:01:00;20.4;0.29;0.1;FOG
BUDAPEST;3;2017-05-01 2:03:00;23.2;0.495;0.1;HEAVY_CLOUDS
SZEGED;1;2017-05-01 2:05:00;22.3;0;0;HEAVY_CLOUDS
SZEGED;2;2017-05-01 2:07:00;20.1;0;0;FOG
SOPRON;1;2017-05-01 2:09:00;22.3;1.87;0.4;HEAVY_CLOUDS
SOPRON;2;2017-05-01 2:11:00;25.7;1.85;1.8;CLEAR
DEBRECEN;1;2017-05-01 2:13:00;16.5;0;0;HEAVY_CLOUDS
DEBRECEN;2;2017-05-01 2:15:00;13.8;0.88;0.5;CLOUDY
DEBRECEN;3;2017-05-01 2:17:00;15.2;0.455;0.1;CLOUDY
BUDAPEST;1;2017-05-01 2:19:00;17.8;0;0;CLEAR
BUDAPEST;2;2017-05-01 2:21:00;19.6;4.725;5.5;FOG
BUDAPEST;3;2017-05-01 2:23:00;20.3;1.025;0.3;PARTLY_CLOUDY
SZEGED;1;2017-05-01 2:25:00;19.5;20.625;4.3;CLOUDY
SZEGED;2;2017-05-01 2:27:00;20.6;0;0;CLOUDY
SOPRON;1;2017-05-01 2:29:00;20.1;0;0;CLOUDY
SOPRON;2;2017-05-01 2:31:00;21.4;0;0;CLOUDY
DEBRECEN;1;2017-05-01 2:33:00;23.9;0;0;PARTLY_CLOUDY
DEBRECEN;2;2017-05-01 2:35:00;21.5;0;0;HEAVY_CLOUDS
DEBRECEN;3;2017-05-01 2:37:00;23.1;0;0;FOG
BUDAPEST;1;2017-05-01 2:39:00;23.8;0;0;PARTLY_CLOUDY
BUDAPEST;2;2017-05-01 2:41:00;19.2;0;0;FOG
BUDAPEST;3;2017-05-01 2:43:00;18.8;0;0;CLEAR
SZEGED;1;2017-05-01 2:45:00;22.5;0;0;CLOUDY
SZEGED;2;2017-05-01 2:47:00;23.6;0;0;CLEAR
SOPRON;1;2017-05-01 2:49:00;19.2;0;0;HEAVY_CLOUDS
SOPRON;2;2017-05-01 2:51:00;16.2;0;0;FOG
DEBRECEN;1;2017-05-01 2:53:00;11.8;0;0;CLEAR
DEBRECEN;2;2017-05-01 2:55:00;11;0;0;CLOUDY
DEBRECEN;3;2017-05-01 2:57:00;11.1;0;0;HEAVY_CLOUDS
BUDAPEST;1;2017-05-01 2:59:00;14.9;10.79;3.4;CLOUDY
BUDAPEST;2;2017-05-01 3:01:00;15.8;0;0;CLOUDY
BUDAPEST;3;2017-05-01 3:03:00;17.4;0;0;PARTLY_CLOUDY
SZEGED;1;2017-05-01 3:05:00;14.8;0;0;PARTLY_CLOUDY
SZEGED;2;2017-05-01 3:07:00;16;1.26;3.1;FOG
SOPRON;1;2017-05-01 3:09:00;21.8;6.62;2.8;PARTLY_CLOUDY
SOPRON;2;2017-05-01 3:11:00;19.1;2.01;0.6;HEAVY_CLOUDS
DEBRECEN;1;2017-05-01 3:13:00;20.5;0.085;0.1;PARTLY_CLOUDY
DEBRECEN;2;2017-05-01 3:15:00;23.5;0;0;FOG
DEBRECEN;3;2017-05-01 3:17:00;22.6;0;0;CLEAR
BUDAPEST;1;2017-05-01 3:19:00;20.4;0;0;FOG
BUDAPEST;2;2017-05-01 3:21:00;16.3;0;0;FOG
BUDAPEST;3;2017-05-01 3:23:00;16.7;0;0;HEAVY_CLOUDS
SZEGED;1;2017-05-01 3:25:00;20.4;2.64;0.8;PARTLY_CLOUDY
SZEGED;2;2017-05-01 3:27:00;23.2;0;0;CLOUDY
SOPRON;1;2017-05-01 3:29:00;22.3;0;0;FOG
SOPRON;2;2017-05-01 3:31:00;20.1;12.66;6.1;FOG
DEBRECEN;1;2017-05-01 3:33:00;22.3;0;0;CLOUDY
DEBRECEN;2;2017-05-01 3:35:00;25.7;1.01;1.7;FOG
DEBRECEN;3;2017-05-01 3:37:00;16.5;4.915;2.2;CLEAR
BUDAPEST;1;2017-05-01 3:39:00;13.8;28.13;8.4;FOG
BUDAPEST;2;2017-05-01 3:41:00;15.2;9.795;2.7;CLEAR
BUDAPEST;3;2017-05-01 3:43:00;17.8;0;0;PARTLY_CLOUDY
SZEGED;1;2017-05-01 3:45:00;19.6;0;0;CLEAR
SZEGED;2;2017-05-01 3:47:00;20.3;12.265;3.8;FOG
SOPRON;1;2017-05-01 3:49:00;19.5;0;0;CLEAR
SOPRON;2;2017-05-01 3:51:00;20.6;4.03;1.9;CLOUDY
DEBRECEN;1;2017-05-01 3:53:00;20.1;7.385;2.2;FOG
DEBRECEN;2;2017-05-01 3:55:00;21.4;4.23;8;PARTLY_CLOUDY
DEBRECEN;3;2017-05-01 3:57:00;23.9;21.835;11.5;CLEAR
BUDAPEST;1;2017-05-01 3:59:00;4.7;2.47;0.9;CLOUDY
BUDAPEST;2;2017-05-01 4:01:00;5.1;8.58;3.6;HEAVY_CLOUDS
BUDAPEST;3;2017-05-01 4:03:00;6.9;1.75;2.2;PARTLY_CLOUDY
SZEGED;1;2017-05-01 4:05:00;6.9;0;0;HEAVY_CLOUDS
SZEGED;2;2017-05-01 4:07:00;8.1;5.55;1.3;PARTLY_CLOUDY
SOPRON;1;2017-05-01 4:09:00;8.8;0;0;FOG
SOPRON;2;2017-05-01 4:11:00;6.4;0;0;CLEAR
DEBRECEN;1;2017-05-01 4:13:00;5.9;0;0;FOG
DEBRECEN;2;2017-05-01 4:15:00;6.6;0;0;FOG
DEBRECEN;3;2017-05-01 4:17:00;5.6;0;0;PARTLY_CLOUDY
BUDAPEST;1;2017-05-01 4:19:00;4.8;0;0;FOG
BUDAPEST;2;2017-05-01 4:21:00;5.1;0;0;CLOUDY
BUDAPEST;3;2017-05-01 4:23:00;5.3;0;0;CLOUDY
SZEGED;1;2017-05-01 4:25:00;5.4;0;0;FOG
SZEGED;2;2017-05-01 4:27:00;5.5;0;0;CLEAR
SOPRON;1;2017-05-01 4:29:00;7.5;0;0;CLOUDY
SOPRON;2;2017-05-01 4:31:00;6.7;0;0;HEAVY_CLOUDS
DEBRECEN;1;2017-05-01 4:33:00;4.5;0;0;CLEAR
DEBRECEN;2;2017-05-01 4:35:00;3.5;0;0;CLEAR
DEBRECEN;3;2017-05-01 4:37:00;3;0;0;CLOUDY
BUDAPEST;1;2017-05-01 4:39:00;4.2;0;0;CLEAR
BUDAPEST;2;2017-05-01 4:41:00;5;0;0;CLEAR
BUDAPEST;3;2017-05-01 4:43:00;8.3;0;0;CLEAR
SZEGED;1;2017-05-01 4:45:00;5.3;0;0;CLEAR
SZEGED;2;2017-05-01 4:47:00;1.7;3.225;1.3;PARTLY_CLOUDY
SOPRON;1;2017-05-01 4:49:00;4;1.615;0.4;PARTLY_CLOUDY
SOPRON;2;2017-05-01 4:51:00;7.5;0;0;PARTLY_CLOUDY
DEBRECEN;1;2017-05-01 4:53:00;12.4;6.085;6.7;HEAVY_CLOUDS
DEBRECEN;2;2017-05-01 4:55:00;11.1;0;0;CLOUDY
DEBRECEN;3;2017-05-01 4:57:00;10.1;2.4;14.8;CLEAR
BUDAPEST;1;2017-05-01 4:59:00;11.9;0;0;FOG
BUDAPEST;2;2017-05-01 5:01:00;13.5;0;0;PARTLY_CLOUDY
BUDAPEST;3;2017-05-01 5:03:00;14.4;0;0;CLOUDY
SZEGED;1;2017-05-01 5:05:00;14.9;97.26;24.7;CLOUDY
SZEGED;2;2017-05-01 5:07:00;16.5;0;0;HEAVY_CLOUDS
SOPRON;1;2017-05-01 5:09:00;18.2;4.485;0.9;CLEAR
SOPRON;2;2017-05-01 5:11:00;18;0;0;PARTLY_CLOUDY
DEBRECEN;1;2017-05-01 5:13:00;17.7;1.505;1.1;HEAVY_CLOUDS
DEBRECEN;2;2017-05-01 5:15:00;17.8;0;0;CLEAR
DEBRECEN;3;2017-05-01 5:17:00;17.8;0;0;CLOUDY
BUDAPEST;1;2017-05-01 5:19:00;18.4;0.75;0.4;PARTLY_CLOUDY
BUDAPEST;2;2017-05-01 5:21:00;18.6;1.82;0.6;CLEAR
BUDAPEST;3;2017-05-01 5:23:00;17.6;0;0;PARTLY_CLOUDY
SZEGED;1;2017-05-01 5:25:00;16.4;0;0;FOG
SZEGED;2;2017-05-01 5:27:00;14.7;0;0;HEAVY_CLOUDS
SOPRON;1;2017-05-01 5:29:00;16.7;0;0;PARTLY_CLOUDY
SOPRON;2;2017-05-01 5:31:00;17.1;0;0;HEAVY_CLOUDS
DEBRECEN;1;2017-05-01 5:33:00;14.9;0;0;CLOUDY
DEBRECEN;2;2017-05-01 5:35:00;14.4;0;0;CLEAR
DEBRECEN;3;2017-05-01 5:37:00;16.7;6.425;5.2;FOG
BUDAPEST;1;2017-05-01 5:39:00;18.3;0.13;2.1;CLEAR
BUDAPEST;2;2017-05-01 5:41:00;17.5;39.925;32.8;FOG
BUDAPEST;3;2017-05-01 5:43:00;16.5;23.985;5.1;HEAVY_CLOUDS
SZEGED;1;2017-05-01 5:45:00;13.1;1.475;0.3;FOG
SZEGED;2;2017-05-01 5:47:00;15.7;0;0;PARTLY_CLOUDY
SOPRON;1;2017-05-01 5:49:00;15.3;0;0;HEAVY_CLOUDS
SOPRON;2;2017-05-01 5:51:00;14;11.715;15.6;HEAVY_CLOUDS
DEBRECEN;1;2017-05-01 5:53:00;15.4;0;0;PARTLY_CLOUDY
DEBRECEN;2;2017-05-01 5:55:00;16.7;0;0;HEAVY_CLOUDS
DEBRECEN;3;2017-05-01 5:57:00;17.3;0;0;FOG
BUDAPEST;1;2017-05-01 5:59:00;18.3;0;0;CLOUDY
BUDAPEST;2;2017-05-01 6:01:00;19.4;17.915;5.1;FOG
BUDAPEST;3;2017-05-01 6:03:00;13.5;0;0;CLEAR
SZEGED;1;2017-05-01 6:05:00;17.3;0;0;FOG
SZEGED;2;2017-05-01 6:07:00;16.1;0;0;HEAVY_CLOUDS
SOPRON;1;2017-05-01 6:09:00;13.4;1.71;0.8;PARTLY_CLOUDY
SOPRON;2;2017-05-01 6:11:00;13.2;0;0;FOG
DEBRECEN;1;2017-05-01 6:13:00;15.5;0.22;0.1;FOG
DEBRECEN;2;2017-05-01 6:15:00;18.7;0.195;0.1;CLOUDY
DEBRECEN;3;2017-05-01 6:17:00;19.9;0;0;PARTLY_CLOUDY
BUDAPEST;1;2017-05-01 6:19:00;21.7;0;0;CLOUDY
BUDAPEST;2;2017-05-01 6:21:00;22.5;7.34;4;CLOUDY
BUDAPEST;3;2017-05-01 6:23:00;18.7;30.31;16.7;HEAVY_CLOUDS
SZEGED;1;2017-05-01 6:25:00;13.5;8.495;13;CLOUDY
SZEGED;2;2017-05-01 6:27:00;10.4;0;0;CLEAR
SOPRON;1;2017-05-01 6:29:00;17;0;0;HEAVY_CLOUDS
SOPRON;2;2017-05-01 6:31:00;19;0;0;FOG
DEBRECEN;1;2017-05-01 6:33:00;21.2;0;0;FOG
DEBRECEN;2;2017-05-01 6:35:00;23.5;0;0;CLOUDY
DEBRECEN;3;2017-05-01 6:37:00;22.4;14.545;3.6;CLEAR
BUDAPEST;1;2017-05-01 6:39:00;21.5;2.335;0.9;CLOUDY
BUDAPEST;2;2017-05-01 6:41:00;23.1;45.275;18.3;FOG
BUDAPEST;3;2017-05-01 6:43:00;23.8;26.93;7.4;FOG
SZEGED;1;2017-05-01 6:45:00;19.2;20.75;12.2;HEAVY_CLOUDS
SZEGED;2;2017-05-01 6:47:00;18.8;0;0;FOG
SOPRON;1;2017-05-01 6:49:00;22.5;0.39;0.2;PARTLY_CLOUDY
SOPRON;2;2017-05-01 6:51:00;23.6;2.22;9.3;CLEAR
DEBRECEN;1;2017-05-01 6:53:00;19.2;0;0;CLEAR
DEBRECEN;2;2017-05-01 6:55:00;16.2;0;0;HEAVY_CLOUDS
DEBRECEN;3;2017-05-01 6:57:00;11.8;19.02;16.8;CLEAR
BUDAPEST;1;2017-05-01 6:59:00;11;0;0;FOG
BUDAPEST;2;2017-05-01 7:01:00;11.1;0;0;CLOUDY
BUDAPEST;3;2017-05-01 7:03:00;14.9;0;0;HEAVY_CLOUDS
SZEGED;1;2017-05-01 7:05:00;15.8;0;0;CLEAR
SZEGED;2;2017-05-01 7:07:00;17.4;0;0;CLEAR
SOPRON;1;2017-05-01 7:09:00;14.8;0;0;CLOUDY
SOPRON;2;2017-05-01 7:11:00;16;0;0;PARTLY_CLOUDY
DEBRECEN;1;2017-05-01 7:13:00;21.8;13.3;2.8;CLEAR
DEBRECEN;2;2017-05-01 7:15:00;19.1;0;0;PARTLY_CLOUDY
DEBRECEN;3;2017-05-01 7:17:00;20.5;0;0;CLOUDY
BUDAPEST;1;2017-05-01 7:19:00;23.5;0;0;FOG
BUDAPEST;2;2017-05-01 7:21:00;22.6;0;0;FOG
BUDAPEST;3;2017-05-01 7:23:00;20.4;45.48;17.9;CLOUDY
SZEGED;1;2017-05-01 7:25:00;16.3;1.895;0.4;CLOUDY
SZEGED;2;2017-05-01 7:27:00;16.7;0;0;HEAVY_CLOUDS
SOPRON;1;2017-05-01 7:29:00;20.4;0.225;0.9;CLEAR
SOPRON;2;2017-05-01 7:31:00;23.2;9.19;10.5;CLOUDY
DEBRECEN;1;2017-05-01 7:33:00;22.3;0.95;0.6;CLEAR
DEBRECEN;2;2017-05-01 7:35:00;20.1;0;0;CLEAR
DEBRECEN;3;2017-05-01 7:37:00;22.3;0;0;HEAVY_CLOUDS
BUDAPEST;1;2017-05-01 7:39:00;25.7;33.505;27.1;CLOUDY
BUDAPEST;2;2017-05-01 7:41:00;16.5;6.815;2.4;PARTLY_CLOUDY
BUDAPEST;3;2017-05-01 7:43:00;13.8;0;0;FOG
SZEGED;1;2017-05-01 7:45:00;15.2;0;0;PARTLY_CLOUDY
SZEGED;2;2017-05-01 7:47:00;17.8;0;0;CLOUDY
SOPRON;1;2017-05-01 7:49:00;19.6;74.63;28.8;CLOUDY
SOPRON;2;2017-05-01 7:51:00;20.3;2.325;2.4;CLOUDY
DEBRECEN;1;2017-05-01 7:53:00;19.5;3.46;2.1;PARTLY_CLOUDY
DEBRECEN;2;2017-05-01 7:55:00;20.6;0;0;HEAVY_CLOUDS
DEBRECEN;3;2017-05-01 7:57:00;20.1;0;0;PARTLY_CLOUDY
BUDAPEST;1;2017-05-01 7:59:00;21.4;0;0;HEAVY_CLOUDS
BUDAPEST;2;2017-05-01 8:01:00;23.9;0;0;HEAVY_CLOUDS
BUDAPEST;3;2017-05-01 8:03:00;4.7;0;0;CLOUDY
SZEGED;1;2017-05-01 8:05:00;5.1;7.7;2.2;FOG
SZEGED;2;2017-05-01 8:07:00;6.9;0;0;HEAVY_CLOUDS
SOPRON;1;2017-05-01 8:09:00;6.9;0;0;HEAVY_CLOUDS
SOPRON;2;2017-05-01 8:11:00;8.1;0;0;PARTLY_CLOUDY
DEBRECEN;1;2017-05-01 8:13:00;8.8;0;0;HEAVY_CLOUDS
DEBRECEN;2;2017-05-01 8:15:00;6.4;0;0;CLOUDY
DEBRECEN;3;2017-05-01 8:17:00;5.9;2.275;0.5;HEAVY_CLOUDS
BUDAPEST;1;2017-05-01 8:19:00;6.6;0;0;FOG
BUDAPEST;2;2017-05-01 8:21:00;5.6;4.035;1.4;CLEAR
BUDAPEST;3;2017-05-01 8:23:00;4.8;0;0;FOG
SZEGED;1;2017-05-01 8:25:00;5.1;0;0;CLOUDY
SZEGED;2;2017-05-01 8:27:00;5.3;0;0;PARTLY_CLOUDY
SOPRON;1;2017-05-01 8:29:00;5.4;0;0;CLOUDY
SOPRON;2;2017-05-01 8:31:00;5.5;48.195;18.9;FOG
DEBRECEN;1;2017-05-01 8:33:00;7.5;0;0;PARTLY_CLOUDY
DEBRECEN;2;2017-05-01 8:35:00;6.7;10.555;3.1;HEAVY_CLOUDS
DEBRECEN;3;2017-05-01 8:37:00;4.5;0;0;FOG
BUDAPEST;1;2017-05-01 8:39:00;3.5;0;0;FOG
BUDAPEST;2;2017-05-01 8:41:00;3;0;0;CLEAR
BUDAPEST;3;2017-05-01 8:43:00;4.2;0;0;CLEAR
SZEGED;1;2017-05-01 8:45:00;5;54.84;13.8;FOG
SZEGED;2;2017-05-01 8:47:00;8.3;34.315;22.7;CLEAR
SOPRON;1;2017-05-01 8:49:00;5.3;0;0;PARTLY_CLOUDY
SOPRON;2;2017-05-01 8:51:00;1.7;4.26;0.9;CLOUDY
DEBRECEN;1;2017-05-01 8:53:00;4;9.435;2;CLOUDY
DEBRECEN;2;2017-05-01 8:55:00;7.5;0;0;FOG
DEBRECEN;3;2017-05-01 8:57:00;12.4;0;0;CLOUDY
BUDAPEST;1;2017-05-01 8:59:00;11.1;0;0;HEAVY_CLOUDS
BUDAPEST;2;2017-05-01 9:01:00;10.1;0;0;PARTLY_CLOUDY
BUDAPEST;3;2017-05-01 9:03:00;11.9;1.325;0.4;HEAVY_CLOUDS
SZEGED;1;2017-05-01 9:05:00;13.5;0;0;CLOUDY
SZEGED;2;2017-05-01 9:07:00;14.4;10.08;3.1;FOG
SOPRON;1;2017-05-01 9:09:00;14.9;0;0;FOG
SOPRON;2;2017-05-01 9:11:00;16.5;0;0;PARTLY_CLOUDY
DEBRECEN;1;2017-05-01 9:13:00;18.2;0;0;HEAVY_CLOUDS
DEBRECEN;2;2017-05-01 9:15:00;18;0;0;PARTLY_CLOUDY
DEBRECEN;3;2017-05-01 9:17:00;17.7;0;0;PARTLY_CLOUDY
BUDAPEST;1;2017-05-01 9:19:00;17.8;0;0;CLEAR
BUDAPEST;2;2017-05-01 9:21:00;17.8;0;0;FOG
BUDAPEST;3;2017-05-01 9:23:00;18.4;0;0;HEAVY_CLOUDS
SZEGED;1;2017-05-01 9:25:00;18.6;0;0;HEAVY_CLOUDS
SZEGED;2;2017-05-01 9:27:00;17.6;0;0;CLEAR
SOPRON;1;2017-05-01 9:29:00;16.4;0;0;CLOUDY
SOPRON;2;2017-05-01 9:31:00;14.7;0;0;PARTLY_CLOUDY
DEBRECEN;1;2017-05-01 9:33:00;16.7;0;0;FOG
DEBRECEN;2;2017-05-01 9:35:00;17.1;0;0;CLOUDY
DEBRECEN;3;2017-05-01 9:37:00;14.9;27.62;6.7;PARTLY_CLOUDY
BUDAPEST;1;2017-05-01 9:39:00;14.4;94.095;19.5;FOG
BUDAPEST;2;2017-05-01 9:41:00;16.7;17;3.8;CLEAR
BUDAPEST;3;2017-05-01 9:43:00;18.3;0.12;1.6;CLOUDY
SZEGED;1;2017-05-01 9:45:00;17.5;0;0;CLOUDY
SZEGED;2;2017-05-01 9:47:00;16.5;43.63;10.6;HEAVY_CLOUDS
SOPRON;1;2017-05-01 9:49:00;13.1;109.44;35.6;FOG
SOPRON;2;2017-05-01 9:51:00;15.7;6.455;5.2;PARTLY_CLOUDY
DEBRECEN;1;2017-05-01 9:53:00;15.3;8.305;6.5;CLEAR
DEBRECEN;2;2017-05-01 9:55:00;14;32.265;16.5;PARTLY_CLOUDY
DEBRECEN;3;2017-05-01 9:57:00;15.4;0;0;FOG
BUDAPEST;1;2017-05-01 9:59:00;16.7;19.43;5.4;CLOUDY
BUDAPEST;2;2017-05-01 10:01:00;17.3;0.46;0.1;FOG
BUDAPEST;3;2017-05-01 10:03:00;18.3;0;0;PARTLY_CLOUDY
